File,Variable ,Code value,Code description
INB,INSRPMPD,05,Every 2 months
FMLI,INTRDVB,05,"$4,000-$4,999"
LSD,LSDENDMO,05,May
FMLI,LUMPSUMB,05,"$4,000 - $4,999"
APA,MAJ_MO,05,May
MDB,MEDPMTMO,05,May
MDC,MEDRMBMO,05,May
APB,MIN_MO,05,May
MIS,MISCMO,05,May
FMLI,NETRENTB,05,"$4,000-$4,999"
FMLI,OCCUCOD1,05,"Sales, retail"
FMLI,OCCUCOD2,05,"Sales, retail"
MEMI,OCCUCODE,05,"Sales, retail"
FMLI,OTHREGB,05,"$4,000-$4,999"
FMLI,OTHRINCB,05,"$4,000 - $4,999"
OVB,PMT1MO,05,May
LSD,PMTMONTH,05,May
FMLI,RETSURVB,05,"$4,000-$4,999"
FMLI,ROYESTB,05,"$4,000-$4,999"
MEMI,SALARYB,05,"$20,000-$29,999"
MEMI,SMPFRMB,05,"$20,000-$29,999"
NTAX,SOI_ST,05,California
EQB,SRVCMOB,05,May
MEMI,SSIB,05,"$4,000 - $4,999"
FMLI,STATE,05,Arkansas
SUB,SUBMO,05,May
CRB,SUPPLYM1,05,May
CRB,SUPPLYM2,05,May
CRB,SUPPLYM3,05,May
CRB,SUPPLYM4,05,May
FPAR,TELSCT05,05,Section 9: Clothing
CRB,TOOL_M01,05,May
CRB,TOOL_M02,05,May
CRB,TOOL_M03,05,May
CRB,TOOL_M04,05,May
HHM,TRIRPMPD,05,Every 2 months
FMLI,UNISTRQ,05,2 housing units
OVC,VDISPMO,05,May
OVB,VEHICYR,05,1983-1985
OVB,VEHPURMO,05,May
MCHI,VISIT_MO,05,May
VLR,VOPMO_C,05,May
VEQ,VOPMOA,05,May
UTC,WHATPROP,05,Property # 5
FMLI,INCLASS,05,"$20,000 to $29,999"
IHD,ENROLLMO,05,May
IHB,HHIRPMPD,05,Every 2 months
UTI,INTMO,05,May
FPAR,RECSEC05,05,Section 9 Clothing
FMLI,ALIOTHB,05,"$4,000 - $4,999"
FMLI,CHDLMPB,05,"$4,000 - $4,999"
FMLI,CHDOTHB,05,"$4,000 - $4,999"
FMLI,CHGST_SP,05,"Section 5 Construction, repairs, alterations, and maintenance of property"
FMLI,COMPENSB,05,"$4,000-$4,999"
MEMI,EDUCA,05,5th grade
IHB,HHIRPMPD,05,Semi-annually
FMLI,INCLOSAB,05,"$4,000-$4,999"
FMLI,INCLOSBB,05,"$4,000-$4,999"
FMLI,INTEARNB,05,"$4,000 - $4,999"
APL,MAJCODE,05,Refrigerator and Home Freezer
FMLI,PENSIONB,05,"$4,000 - $4,999"
FMLI,SALEINCB,05,"$4,000 - $4,999"
FMLI,UNEMPLB,05,"$4,000 - $4,999"
FMLI,WATERHT,05,No fuel used
FMLI,WELFAREB,05,"$4,000 - $4,999"
TRV,CMSHIPY,05,The trip included a ship.
OPI,COOPRG05,05,Coop fee includes repairs/maintenance
APL,MAJCODE,05,Refrigerator
CLB,CLOTHMOB,05,May
FMLI,LOT_SIZE,05,3/4 acre
CLC,SEWINGMO,05,May
EQD,SRVCMOD,05,May
FMLI,BUILT,05,1970-1974
CRB,CRMPROPI,05,Property # 5
FMLI,BUILDING,05,3-plex or 4-plex (3 or 4 unit structure with all units occupying the same level or levels)
MEMI,EDUCA,05,5th grade
FMLI,GUESTHSE,05,Guesthouse or separate servant's quarters
FMLI,INCLASS,05,"$20,000 to $29,999"
FMLI,OCCUPRE1,05,"Precision production, craft, and repair"
FMLI,OCCUPRE2,05,"Precision production, craft, and repair"
MEMI,OCCUPREV,05,"Precision production, craft, and repair"
FMLI,QPREVIN1,05,Wholesale & retail trade
FMLI,QPREVIN2,05,Wholesale & retail trade
MEMI,QPREVIND,05,Wholesale & retail trade
FMLI,RMWFLUE,05,Room heater(s) w/ flue or vent
FMLI,STORIES,05,3 stories
FMLI,BUILT,05,1977
FMLI,BUILDING,05,3-plex or 4-plex (3 or 4 unit structure with all units occupying the same level or levels)
FMLI,BUILT,05,1975
FMLI,COALCOOK,05,Coal or coke
MEMI,EDUCA,05,5th grade
FMLI,HEATFUEL,05,Coal or coke
FMLI,LOT_SIZE,05,3/4 acre
MEMI,OCCUCURR,05,"Precision production, craft, and repair"
FMLI,OCCUPRE1,05,"Precision production, craft, and repair"
FMLI,OCCUPRE2,05,"Precision production, craft, and repair"
MEMI,OCCUPREV,05,"Precision production, craft, and repair"
FMLI,POCC_REF,05,"Precision production, craft, and repair"
FMLI,QCURRIN1,05,Wholesale & retail trade
FMLI,QCURRIN2,05,Wholesale & retail trade
MEMI,QCURRIND,05,Wholesale & retail trade
FMLI,QCURROC2,05,Wholesale & retail trade
MEMI,QCURROCC,05,"Precision production, craft, and repair"
FMLI,QPREVIN1,05,Wholesale & retail trade
FMLI,QPREVIN2,05,Wholesale & retail trade
MEMI,QPREVIND,05,Wholesale & retail trade
FMLI,QPREVOC2,05,"Precision production, craft, and repair"
MEMI,QPREVOCC,05,"Precision production, craft, and repair"
FMLI,RMWFLUE,05,Room heater(s) w/ flue or vent
FMLI,STORIES,05,3 stories
FMLI,WATERHT,05,No fuel used
TRB,EOTRIPMO,05,May
TRB,MAINMD,05,Plane
APA,MAJ_MO,05,May
APL,MAJCODE,05,Refrigerator
MDB,MEDPMTMO,05,May
MDC,MEDRMBMO,05,May
TRB,MODEPLN,05,"Yes, used a plan"
OVB,PMT1MO,05,May
OVC,VDISPMO,05,May
OVB,VEHPURMO,05,May
OVB,MKMDLY,050,AUSTIN CAMBRIDGE
LSD,MODEL,0500,PONTIAC GRAND AM
OVB,MKMDLY,0500,PONTIAC GRAND AM
LSD,MODEL,0501,PONTIAC GRAND PRIX
OVB,MKMDLY,0501,PONTIAC GRAND PRIX
LSD,MODEL,0502,PONTIAC GRAND VILLE
OVB,MKMDLY,0502,PONTIAC GRAND VILLE
LSD,MODEL,0503,PONTIAC GTO
OVB,MKMDLY,0503,PONTIAC GTO
LSD,MODEL,0504,PONTIAC LEMANS
OVB,MKMDLY,0504,PONTIAC LEMANS
LSD,MODEL,0505,PONTIAC PHOENIX
OVB,MKMDLY,0505,PONTIAC PHOENIX
LSD,MODEL,0506,PONTIAC SAFARI
OVB,MKMDLY,0506,PONTIAC SAFARI
LSD,MODEL,0507,PONTIAC SUNBIRD
OVB,MKMDLY,0507,PONTIAC SUNBIRD
LSD,MODEL,0508,PONTIAC TEMPEST
OVB,MKMDLY,0508,PONTIAC TEMPEST
LSD,MODEL,0509,PONTIAC TRANS AM
OVB,MKMDLY,0509,PONTIAC TRANS AM
LSD,MODEL,0509,PONTIAC TRANS AM
OVB,MKMDLY,051,AUSTIN COOPER
LSD,MODEL,0510,PONTIAC VENTURA
OVB,MKMDLY,0510,PONTIAC VENTURA
LSD,MODEL,0511,PORSCHE
OVB,MKMDLY,0511,PORSCHE
LSD,MODEL,0512,PORSCHE TURBO CARRERA
OVB,MKMDLY,0512,PORSCHE TURBO CARRERA
LSD,MODEL,0513,CHEVROLET TAHOE
OVB,MKMDLY,0513,CHEVROLET TAHOE
LSD,MODEL,0514,MAZDA COMPACT
OVB,MKMDLY,0514,MAZDA COMPACT
LSD,MODEL,0515,PORSCHE 911
OVB,MKMDLY,0515,PORSCHE 911
LSD,MODEL,0516,PORSCHE 912
OVB,MKMDLY,0516,PORSCHE 912
LSD,MODEL,0517,PORSCHE 914
OVB,MKMDLY,0517,PORSCHE 914
LSD,MODEL,0518,PORSCHE 924
OVB,MKMDLY,0518,PORSCHE 924
LSD,MODEL,0519,TOYOTA AVALON
OVB,MKMDLY,0519,TOYOTA AVALON
OVB,MKMDLY,052,AUSTIN EXPORT
LSD,MODEL,0520,RENAULT
OVB,MKMDLY,0520,RENAULT
LSD,MODEL,0521,MITSUBISHI EXPO VAN
OVB,MKMDLY,0521,MITSUBISHI EXPO VAN
LSD,MODEL,0522,PONTIAC SURFIRE
OVB,MKMDLY,0522,PONTIAC SURFIRE
LSD,MODEL,0523,RENAULT DAUPHINE
OVB,MKMDLY,0523,RENAULT DAUPHINE
LSD,MODEL,0524,FORD EXTENDED CAB
OVB,MKMDLY,0524,FORD EXTENDED CAB
LSD,MODEL,0525,RENAULT LE CAR
OVB,MKMDLY,0525,RENAULT LE CAR
LSD,MODEL,0526,CADILLAC DE ELEGANT
OVB,MKMDLY,0526,CADILLAC DE ELEGANT
LSD,MODEL,0527,ROLLS ROYCE
OVB,MKMDLY,0527,ROLLS ROYCE
LSD,MODEL,0528,PLYMOUTH RENOTA
OVB,MKMDLY,0528,PLYMOUTH RENOTA
LSD,MODEL,0529,NISSAN 245X
OVB,MKMDLY,0529,NISSAN 245X
OVB,MKMDLY,053,AUSTIN MARINA
LSD,MODEL,0530,SUBARU IMPREZO
OVB,MKMDLY,0530,SUBARU IMPREZO
LSD,MODEL,0531,FORD ASPIRE
OVB,MKMDLY,0531,FORD ASPIRE
LSD,MODEL,0532,ACURA TL
OVB,MKMDLY,0532,ACURA TL
LSD,MODEL,0533,ROLLS ROYCE SILVER WRAITH
OVB,MKMDLY,0533,ROLLS ROYCE SILVER WRAITH
LSD,MODEL,0534,ROVER
OVB,MKMDLY,0534,ROVER
LSD,MODEL,0535,ROVER LAND-ROVER
OVB,MKMDLY,0535,ROVER LAND-ROVER
LSD,MODEL,0536,OLDS. BRAVADA
OVB,MKMDLY,0536,OLDS. BRAVADA
LSD,MODEL,0537,CHEVY Z 71
OVB,MKMDLY,0537,CHEVY Z 71
LSD,MODEL,0538,OLDSMOBILE AURORA
OVB,MKMDLY,0538,OLDSMOBILE AURORA
LSD,MODEL,0539,CHEVROLET-SEDAN
OVB,MKMDLY,0539,CHEVROLET-SEDAN
OVB,MKMDLY,054,AUSTIN MAXI
LSD,MODEL,0540,CHEVY CALAISE
OVB,MKMDLY,0540,CHEVY CALAISE
LSD,MODEL,0541,DODGE VOYAGER
OVB,MKMDLY,0541,DODGE VOYAGER
LSD,MODEL,0542,SAAB
OVB,MKMDLY,0542,SAAB
LSD,MODEL,0543,LEXUS ES300
OVB,MKMDLY,0543,LEXUS ES300
LSD,MODEL,0544,SAAB SONETT
OVB,MKMDLY,0544,SAAB SONETT
LSD,MODEL,0545,SAAB 900
OVB,MKMDLY,0545,SAAB 900
LSD,MODEL,0546,HONDA ELANTE
OVB,MKMDLY,0546,HONDA ELANTE
LSD,MODEL,0547,DODGE STRATUS
OVB,MKMDLY,0547,DODGE STRATUS
LSD,MODEL,0548,MAZDA MX3
OVB,MKMDLY,0548,MAZDA MX3
LSD,MODEL,0549,SAAB 99
OVB,MKMDLY,0549,SAAB 99
OVB,MKMDLY,055,AUSTIN MINI
LSD,MODEL,0550,SHELBY
OVB,MKMDLY,0550,SHELBY
LSD,MODEL,0551,SHELBY AMERICAN COBRA
OVB,MKMDLY,0551,SHELBY AMERICAN COBRA
LSD,MODEL,0552,MITSUBISHI 3000 GT
OVB,MKMDLY,0552,MITSUBISHI 3000 GT
LSD,MODEL,0553,MERCEDAS-BENZ 360
OVB,MKMDLY,0553,MERCEDAS-BENZ 360
LSD,MODEL,0554,KIA
OVB,MKMDLY,0554,KIA
LSD,MODEL,0555,TOYOTA TACOMA
OVB,MKMDLY,0555,TOYOTA TACOMA
LSD,MODEL,0556,NISSAN KING CAB
OVB,MKMDLY,0556,NISSAN KING CAB
LSD,MODEL,0557,INFINITY
OVB,MKMDLY,0557,INFINITI
LSD,MODEL,0558,CHEVROLET C.1500
OVB,MKMDLY,0558,CHEVROLET C.1500
LSD,MODEL,0559,SUBARU OUTBACK
OVB,MKMDLY,0559,SUBARU OUTBACK
OVB,MKMDLY,056,AUSTIN MORRIS
LSD,MODEL,0560,PLYMOUTH ARRIVA
OVB,MKMDLY,0560,PLYMOUTH ARRIVA
LSD,MODEL,0561,CHEVY TRUCK
OVB,MKMDLY,0561,CHEVY TRUCK
LSD,MODEL,0562,CHEVY VAN
OVB,MKMDLY,0562,CHEVY VAN
LSD,MODEL,0563,STUDEBAKER
OVB,MKMDLY,0563,STUDEBAKER
LSD,MODEL,0564,SUZUKI SIDE KICK
OVB,MKMDLY,0564,SUZUKI SIDE KICK
LSD,MODEL,0565,STUDEBAKER COMMANDER
OVB,MKMDLY,0565,STUDEBAKER COMMANDER
LSD,MODEL,0566,GMC YUKON
OVB,MKMDLY,0566,GMC YUKON
LSD,MODEL,0567,STUDEBAKER DAYTONA
OVB,MKMDLY,0567,STUDEBAKER DAYTONA
LSD,MODEL,0568,GMC STEPSICLE
OVB,MKMDLY,0568,GMC STEPSIDE
LSD,MODEL,0569,JEEP PU
OVB,MKMDLY,0569,JEEP PU
OVB,MKMDLY,057,AUSTIN SUPER
LSD,MODEL,0570,GM PICK-UP
OVB,MKMDLY,0570,GM PICK-UP
LSD,MODEL,0571,MERCEDES SEDAN
OVB,MKMDLY,0571,MERCEDES SEDAN
LSD,MODEL,0572,STUDEBAKER REGAL
OVB,MKMDLY,0572,STUDEBAKER REGAL
LSD,MODEL,0573,FORD VAN
OVB,MKMDLY,0573,FORD VAN
LSD,MODEL,0574,SUBARU
OVB,MKMDLY,0574,SUBARU
LSD,MODEL,0575,SUBARU BRAT
OVB,MKMDLY,0575,SUBARU BRAT
LSD,MODEL,0576,SUBARU DL
OVB,MKMDLY,0576,SUBARU DL
LSD,MODEL,0577,DODGE RELIANT
OVB,MKMDLY,0577,DODGE RELIANT
LSD,MODEL,0578,SUBARU GF
OVB,MKMDLY,0578,SUBARU GF
LSD,MODEL,0579,SUBARU GL
OVB,MKMDLY,0579,SUBARU GL
OVB,MKMDLY,058,AUSTIN-HEALY SPRITE
LSD,MODEL,0580,"MAZDA,NAVAJO"
OVB,MKMDLY,0580,"MAZDA,NAVAJO"
LSD,MODEL,0581,JEEP WHILLIS
OVB,MKMDLY,0581,WILLYS JEEP
LSD,MODEL,0582,PONTIAC (STATION WAGON)
OVB,MKMDLY,0582,PONTIAC (STATION WAGON)
LSD,MODEL,0583,SUBARU 1100
OVB,MKMDLY,0583,SUBARU 1100
LSD,MODEL,0584,SUBARU 1300
OVB,MKMDLY,0584,SUBARU 1300
LSD,MODEL,0585,KIA SPORTAGE
OVB,MKMDLY,0585,KIA SPORTAGE
LSD,MODEL,0586,LEXUS GS 430
OVB,MKMDLY,0586,LEXUS GS 430
LSD,MODEL,0587,MAZDA B2200
OVB,MKMDLY,0587,MAZDA B2200
LSD,MODEL,0588,OLDSMOBILE-BROUGHAM
OVB,MKMDLY,0588,OLDSMOBILE-BROUGHAM
LSD,MODEL,0589,CHEVROLET TRUCK
OVB,MKMDLY,0589,CHEVROLET TRUCK
OVB,MKMDLY,059,AUSTIN-HEALY 1000
LSD,MODEL,0590,SUNBEAM TIGER
OVB,MKMDLY,0590,SUNBEAM TIGER
LSD,MODEL,0591,TOYOTA
OVB,MKMDLY,0591,TOYOTA
LSD,MODEL,0592,TOYOTA CELICA
OVB,MKMDLY,0592,TOYOTA CELICA
LSD,MODEL,0593,TOYOTA CENTURY
OVB,MKMDLY,0593,TOYOTA CENTURY
LSD,MODEL,0594,TOYOTA COROLLA
OVB,MKMDLY,0594,TOYOTA COROLLA
LSD,MODEL,0595,TOYOTA CORONA
OVB,MKMDLY,0595,TOYOTA CORONA
LSD,MODEL,0596,TOYOTA CRESSIDA
OVB,MKMDLY,0596,TOYOTA CRESSIDA
LSD,MODEL,0597,TOYOTA CROWN
OVB,MKMDLY,0597,TOYOTA CROWN
LSD,MODEL,0598,TOYOTA HILUX
OVB,MKMDLY,0598,TOYOTA HILUX
LSD,MODEL,0599,TOYOTA LAND CRUISER
OVB,MKMDLY,0599,TOYOTA LAND CRUISER
OPB,ACQUIRMO,06,June
FMLI,BUILDING,06,"Garden (a multi-unit structure, usually wider than it is high, having 2, 3, or possibly 4 floors; characteristically the units
not only have common walls but are also stacked on top of one another)"
CLA,CLOTHMOA,06,June
CLD,CLOTHMOD,06,June
CRB,CONT_M01,06,June
CRB,CONT_M02,06,June
CRB,CONT_M03,06,June
CRB,CONT_M04,06,May
CNT,CONTMO,06,June
OPI,COOPRG06,06,Improvements
OPI,COOPSP01,06,Improvements
OPI,COOPSP02,06,Improvements
OPI,COOPSP03,06,Improvements
OPI,COOPSP04,06,Improvements
OPI,COOPSP05,06,Improvements
OPI,COOPSP06,06,Improvements
OPI,COOPSP07,06,Improvements
OPI,COOPSP08,06,Improvements
OPI,COOPSP09,06,Improvements
OPI,COOPSP10,06,Improvements
OPI,COOPSP11,06,Improvements
CRB,CRMPROPI,06,Property # 6
OPD,DISPMO,06,June
EDA,EDMONTHA,06,June
TRV,EOTRIPMO,06,June
HEL,FRSTPYMG,06,June
MOR,FRSTPYMO,06,June
FRA,FURNMO,06,June
HHP,HHIRPMPD,06,Quarterly
FPAR,HSG_UNIT,06,Mobile home or trailer with one or more permanent rooms added
INB,INSRPMPD,06,Quarterly
FMLI,INTRDVB,06,"$5,000-$9,999"
LSD,LSDENDMO,06,June
FMLI,LUMPSUMB,06,"$5,000 - $9,999"
APA,MAJ_MO,06,June
MDB,MEDPMTMO,06,June
MDC,MEDRMBMO,06,June
APB,MIN_MO,06,June
MIS,MISCMO,06,June
FMLI,NETRENTB,06,"$5,000-$9,999"
FMLI,OCCUCOD1,06,"Sales, business goods, and services"
FMLI,OCCUCOD2,06,"Sales, business goods, and services"
MEMI,OCCUCODE,06,"Sales, business goods, and services"
FMLI,OTHREGB,06,"$5,000-$9,999"
FMLI,OTHRINCB,06,"$5,000 - $9,999"
OVB,PMT1MO,06,June
LSD,PMTMONTH,06,June
FMLI,RETSURVB,06,"$5,000-$9,999"
FMLI,ROYESTB,06,"$5,000-$9,999"
TRV,RTCARY,06,A automobile was rented.
MEMI,SALARYB,06,"$30,000-$39,999"
MEMI,SMPFRMB,06,"$30,000-$39,999"
NTAX,SOI_ST,06,Colorado
EQB,SRVCMOB,06,June
MEMI,SSIB,06,"$5,000 - $9,999"
FMLI,STATE,06,California
SUB,SUBMO,06,June
CRB,SUPPLYM1,06,June
CRB,SUPPLYM2,06,June
CRB,SUPPLYM3,06,June
CRB,SUPPLYM4,06,June
FPAR,TELSCT06,06,"Sections 10, 11, 12: Vehicle Expenses"
CRB,TOOL_M01,06,June
CRB,TOOL_M02,06,June
CRB,TOOL_M03,06,June
CRB,TOOL_M04,06,June
HHM,TRIRPMPD,06,Quarterly
FMLI,UNISTRQ,06,3-4 housing units
OVC,VDISPMO,06,June
OVB,VEHICYR,06,1986
OVB,VEHPURMO,06,June
MCHI,VISIT_MO,06,June
VLR,VOPMO_C,06,June
VEQ,VOPMOA,06,June
UTC,WHATPROP,06,Property # 6
FMLI,WINDOWAC,06,Window Air Conditioner
FMLI,INCLASS,06,"$30,000 to $39,999"
IHD,ENROLLMO,06,June
IHB,HHIRPMPD,06,Quarterly (every 3 months)
UTI,INTMO,06,June
FPAR,RECSEC06,06,"Section 10, 11, and 12 Vehicle Expenses"
FMLI,ALIOTHB,06,"$5,000 - $9,999"
FMLI,CHDLMPB,06,"$5,000 - $9,999"
FMLI,CHDOTHB,06,"$5,000 - $9,999"
FMLI,CHGST_SP,06,"Section 6 Appliances, household equipment, and other selected items"
FMLI,COMPENSB,06,"$5,000-$9,999"
MEMI,EDUCA,06,6th grade
IHB,HHIRPMPD,06,Annually
FMLI,INCLOSAB,06,"$5,000-$9,999"
FMLI,INCLOSBB,06,"$5,000-$9,999"
FMLI,INTEARNB,06,"$5,000 - $9,999"
FMLI,PENSIONB,06,"$5,000 - $9,999"
FMLI,SALEINCB,06,"$5,000 - $9,999"
FMLI,UNEMPLB,06,"$5,000 - $9,999"
FMLI,WELFAREB,06,"$5,000 - $9,999"
OPI,COOPRG06,06,Coop fee includes improvements
APL,MAJCODE,06,Home freezer
TRV,RTCARY,06,A car or jeep was rented.
FMLI,ENCPORCH,06,Enclosed porch
CLB,CLOTHMOB,06,June
FMLI,LOT_SIZE,06,1 acre
CLC,SEWINGMO,06,June
EQD,SRVCMOD,06,June
FMLI,BUILT,06,1965-1969
FMLI,BUILDING,06,"Garden (a multi-unit structure, usually wider than it is high, having 2, 3, or possibly 4 floors; characteristically the units
not only have common walls but are also stacked on top of one another)"
MEMI,EDUCA,06,6th grade
FMLI,ENCPORCH,06,Enclosed porch
FMLI,INCLASS,06,"$30,000 to $39,999"
FMLI,OCCUPRE1,06,"Operators, fabricators, and laborers"
FMLI,OCCUPRE2,06,"Operators, fabricators, and laborers"
MEMI,OCCUPREV,06,"Operators, fabricators, and laborers"
FMLI,QPREVIN1,06,"Finance, insurance, and real estate"
FMLI,QPREVIN2,06,"Finance, insurance, and real estate"
MEMI,QPREVIND,06,"Finance, insurance, and real estate"
FMLI,RMWOFLUE,06,Room heater(s) w/o flue or vent
FMLI,STORIES,06,4 stories
FMLI,WOODCOOK,06,Wood
FMLI,WOODCOOK,06,Wood
FMLI,BUILT,06,1976
FMLI,BUILDING,06,"Garden (a multi-unit structure, usually wider than it is high, having 2, 3, or possibly 4 floors; characteristically the units
not only have common walls but are also stacked on top of one another)"
FMLI,BUILT,06,1970-1974
MEMI,EDUCA,06,6th grade
FMLI,HEATFUEL,06,Wood
FMLI,LOT_SIZE,06,1 acre
MEMI,OCCUCURR,06,"Operators, fabricators, and laborers"
FMLI,OCCUPRE1,06,"Operators, fabricators, and laborers"
FMLI,OCCUPRE2,06,"Operators, fabricators, and laborers"
MEMI,OCCUPREV,06,"Operators, fabricators, and laborers"
FMLI,POCC_REF,06,"Operators, fabricators, and laborers"
FMLI,QCURRIN1,06,"Finance, insurance, and real estate"
FMLI,QCURRIN2,06,"Finance, insurance, and real estate"
MEMI,QCURRIND,06,"Finance, insurance, and real estate"
FMLI,QCURROC2,06,"Finance, insurance, and real estate"
MEMI,QCURROCC,06,"Operators, fabricators, and laborers"
FMLI,QPREVIN1,06,"Finance, insurance, and real estate"
FMLI,QPREVIN2,06,"Finance, insurance, and real estate"
MEMI,QPREVIND,06,"Finance, insurance, and real estate"
FMLI,QPREVOC2,06,"Operators, fabricators, and laborers"
MEMI,QPREVOCC,06,"Operators, fabricators, and laborers"
FMLI,RMWOFLUE,06,Room heater(s) w/o flue or vent
FMLI,STORIES,06,4 stories
FMLI,WATERHT,06,Wood
FMLI,WOODCOOK,06,Wood
FMLI,WOODCOOK,06,Wood
TRB,EOTRIPMO,06,June
TRB,MAINMD,06,Train
APA,MAJ_MO,06,June
APL,MAJCODE,06,Home freezer
MDB,MEDPMTMO,06,June
MDC,MEDRMBMO,06,June
TRB,MODETRN,06,"Yes, used a train"
OVB,PMT1MO,06,June
OVC,VDISPMO,06,June
OVB,VEHPURMO,06,June
FMLI,WINDOWAC,06,Window Air Conditioner
OVB,MKMDLY,060,AUSTIN-HEALY 3000
LSD,MODEL,0600,TOYOTA MARK II
OVB,MKMDLY,0600,TOYOTA MARK II
LSD,MODEL,0601,TOYOTA PUBLICA STARLET
OVB,MKMDLY,0601,TOYOTA PUBLICA STARLET
LSD,MODEL,0602,VOLVO-850
OVB,MKMDLY,0602,VOLVO-850
LSD,MODEL,0603,TOYOTA SR5
OVB,MKMDLY,0603,TOYOTA SR5
LSD,MODEL,0604,COBRA - REPLICA
OVB,MKMDLY,0604,COBRA - REPLICA
LSD,MODEL,0605,TRIUMPH
OVB,MKMDLY,0605,TRIUMPH
LSD,MODEL,0606,CHEVROLET STAR COACH
OVB,MKMDLY,0606,CHEVROLET STAR COACH
LSD,MODEL,0607,FORD TOPAZ
OVB,MKMDLY,0607,FORD TOPAZ
LSD,MODEL,0608,TRIUMPH SPITFIRE
OVB,MKMDLY,0608,TRIUMPH SPITFIRE
LSD,MODEL,0609,"VOLTZ, CORRADO"
OVB,MKMDLY,0609,VOLKSWAGEN CORRADO
OVB,MKMDLY,061,AVANTI
LSD,MODEL,0610,SUNFIRE
OVB,MKMDLY,0610,SUNFIRE
LSD,MODEL,0611,CHEVROLET CIRRUS
OVB,MKMDLY,0611,CHEVROLET CIRRUS
LSD,MODEL,0612,RODEO (TRUCK)
OVB,MKMDLY,0612,RODEO (TRUCK)
LSD,MODEL,0613,TRIUMPH TR-3
OVB,MKMDLY,0613,TRIUMPH TR-3
LSD,MODEL,0614,TRIUMPH TR-4
OVB,MKMDLY,0614,TRIUMPH TR-4
LSD,MODEL,0615,TRIUMPH TR-4A
OVB,MKMDLY,0615,TRIUMPH TR-4A
LSD,MODEL,0616,TRIUMPH TR-6
OVB,MKMDLY,0616,TRIUMPH TR-6
LSD,MODEL,0617,TRIUMPH TR-7
OVB,MKMDLY,0617,TRIUMPH TR-7
LSD,MODEL,0618,TOYOTA 22 RS
OVB,MKMDLY,0618,TOYOTA 22 RS
LSD,MODEL,0619,CHEVY K1500
OVB,MKMDLY,0619,CHEVY K1500
OVB,MKMDLY,062,AVANTI MOTORS AVANTI
LSD,MODEL,0620,GMC PUP
OVB,MKMDLY,0620,GMC PUP
LSD,MODEL,0621,ALANCIA CIGATO
OVB,MKMDLY,0621,ALANCIA CIGATO
LSD,MODEL,0622,MAZDA
OVB,MKMDLY,0622,MAZDA
LSD,MODEL,0623,MERCURY MOUNTINEER
OVB,MKMDLY,0623,MERCURY MOUNTINEER
LSD,MODEL,0624,VOLKSWAGEN
OVB,MKMDLY,0624,VOLKSWAGEN
LSD,MODEL,0625,VOLKSWAGEN BEETLE
OVB,MKMDLY,0625,VOLKSWAGEN BEETLE
LSD,MODEL,0626,VOLKSWAGEN BUS
OVB,MKMDLY,0626,VOLKSWAGEN BUS
LSD,MODEL,0627,LEXUS LS 430
OVB,MKMDLY,0627,LEXUS LS 430
LSD,MODEL,0628,VOLKSWAGEN DASHER
OVB,MKMDLY,0628,VOLKSWAGEN DASHER
LSD,MODEL,0629,VOLKSWAGEN FASTBACK
OVB,MKMDLY,0629,VOLKSWAGEN FASTBACK
OVB,MKMDLY,063,BENTLEY
LSD,MODEL,0630,VOLKSWAGEN GOLF
OVB,MKMDLY,0630,VOLKSWAGEN GOLF
LSD,MODEL,0631,VOLKSWAGEN KARMANN GHIA
OVB,MKMDLY,0631,VOLKSWAGEN KARMANN GHIA
LSD,MODEL,0632,VOLKSWAGEN KOMBI
OVB,MKMDLY,0632,VOLKSWAGEN KOMBI
LSD,MODEL,0633,VOLKSWAGEN RABBIT
OVB,MKMDLY,0633,VOLKSWAGEN RABBIT
LSD,MODEL,0634,VOLKSWAGEN SCIRROCCO
OVB,MKMDLY,0634,VOLKSWAGEN SCIRROCCO
LSD,MODEL,0635,VOLKSWAGEN SQUAREBACK
OVB,MKMDLY,0635,VOLKSWAGEN SQUAREBACK
LSD,MODEL,0636,VOLKSWAGEN SUPER BEETLE
OVB,MKMDLY,0636,VOLKSWAGEN SUPER BEETLE
LSD,MODEL,0637,VOLKSWAGEN THING
OVB,MKMDLY,0637,VOLKSWAGEN THING
LSD,MODEL,0638,VOLKSWAGEN VARIANT
OVB,MKMDLY,0638,VOLKSWAGEN VARIANT
LSD,MODEL,0639,VOLKSWAGEN 412
OVB,MKMDLY,0639,VOLKSWAGEN 412
OVB,MKMDLY,064,BENTLEY CORNICHE
LSD,MODEL,0640,VOLKSWAGEN 914
OVB,MKMDLY,0640,VOLKSWAGEN 914
LSD,MODEL,0641,VOLVO
OVB,MKMDLY,0641,VOLVO
LSD,MODEL,0642,VOLVO 122
OVB,MKMDLY,0642,VOLVO 122
LSD,MODEL,0643,VOLVO 142
OVB,MKMDLY,0643,VOLVO 142
LSD,MODEL,0644,VOLVO 144
OVB,MKMDLY,0644,VOLVO 144
LSD,MODEL,0645,NISSAN STATION WAGON
OVB,MKMDLY,0645,NISSAN STATION WAGON
LSD,MODEL,0646,VOLVO 164
OVB,MKMDLY,0646,VOLVO 164
LSD,MODEL,0647,VOLVO 165
OVB,MKMDLY,0647,VOLVO 165
LSD,MODEL,0648,VOLVO 240
OVB,MKMDLY,0648,VOLVO 240
